2013-11-18,15976.02,3241,4
2013-11-15,15961.70,936,0
2013-11-14,15876.22,0,2
2013-11-13,15821.63,0,0
2013-11-12,15750.67,0,0
2013-11-11,15783.10,0,1
2013-11-08,15761.78,11480,0
2013-11-07,15593.98,1303,2
2013-11-06,15746.88,33379,0
2013-11-05,15618.22,1402,2
2013-11-04,15639.12,43494,2
2013-11-01,15615.55,1162,1
2013-10-31,15545.75,26,0
2013-10-30,15618.76,25,1
2013-10-29,15680.35,26,3
2013-10-28,15568.93,26,5
26,4
0,3
0,1
25,2
25,4
